GENESIS-Tabelle: 13111-08-02-5-B
Sozialversicherungspflichtig Beschäftigte am Arbeits- und;;;;;;
Wohnort sowie Ein- und Auspendler über Gemeindegrenzen;;;;;;
- Stichtag 30.06. - regionale Ebenen;;;;;;
Sozialversicherungspflichtig Beschäftigte;;;;;;
30.06.2015;;;;;;
;;Sozialversicherungspfl. Beschäftigte (Arbeitsort);Einpendler(innen) über Gemeindegrenze (Arbeitsort);Sozialversicherungspfl. Beschäftigte (Wohnort);Auspendler(innen) über Gemeindegrenzen (Wohnort);Pendlersaldo (über Gemeindegrenze)
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
06440017;Niddatal;754;472;3594;3312;-2840
06440018;Ober-Mörlen;1298;1055;2128;1883;-828
06440019;Ortenberg, Hess;1536;871;3234;2572;-1701
06440020;Ranstadt;957;712;1880;1636;-924
06440021;Reichelsheim (Wetterau);864;616;2631;2383;-1767
06440022;Rockenberg;622;445;1714;1538;-1093
06440023;Rosbach v.d.Höhe;3805;3132;4931;4261;-1129
06440024;Wölfersheim;2214;1682;3790;3259;-1577
06440025;Wöllstadt;608;431;2492;2315;-1884
06531001;Allendorf (Lumda);474;287;1585;1398;-1111
06531002;Biebertal;1346;833;3782;3269;-2436
06531003;Buseck;3394;2602;4801;4009;-1407
06531004;Fernwald;2176;1812;2475;2113;-301
06531005;Gießen;44800;32493;25840;13550;18943
06531006;Grünberg, Hess;3112;1941;5107;3937;-1996
06531007;Heuchelheim;4094;3583;2700;2190;1393
06531008;Hungen;2965;1794;4695;3528;-1734
06531009;Langgöns;3647;2737;4512;3605;-868
06531010;Laubach, Hess;2260;1255;3482;2478;-1223
06531011;Lich;3522;2438;4983;3901;-1463
06531012;Linden, Hessen;3320;2580;4559;3819;-1239
06531013;Lollar;3747;2899;3461;2613;286
06531014;Pohlheim;3950;2933;6269;5259;-2326
06531015;Rabenau, Hess;459;276;1969;1787;-1511
06531016;Reiskirchen;2849;2130;3967;3249;-1119
06531017;Staufenberg, Hess;1104;762;3176;2835;-2073
06531018;Wettenberg;3503;2810;4224;3532;-722
06532001;Aßlar;4392;3239;4899;3748;-509
06532002;Bischoffen;669;534;1267;1132;-598
06532003;Braunfels;2331;1656;3915;3239;-1583
06532004;Breitscheid, Hess;1007;567;1805;1365;-798
06532005;Dietzhölztal;2077;1374;2208;1508;-134
06532006;Dillenburg;11576;7765;8711;4904;2861
06532007;Driedorf;1772;1333;1946;1509;-176
06532008;Ehringshausen;2769;1931;3440;2604;-673
06532009;Eschenburg;2745;1733;4055;3043;-1310
06532010;Greifenstein;1172;688;2571;2089;-1401
06532011;Haiger;8142;5450;6865;4176;1274
06532012;Herborn, Hess;10586;7839;7507;4763;3076
06532013;Hohenahr;666;367;1880;1582;-1215
06532014;Hüttenberg;1892;1316;4069;3496;-2180
06532015;Lahnau;2637;2110;3207;2683;-573
06532016;Leun;798;537;2076;1815;-1278
06532017;Mittenaar;909;619;1867;1577;-958
06532018;Schöffengrund;671;393;2571;2295;-1902
06532019;Siegbach;150;83;1123;1056;-973
06532020;Sinn;1525;1032;2441;1948;-916
06532021;Solms;2084;1371;4901;4191;-2820
06532022;Waldsolms;485;261;1876;1653;-1392
06532023;Wetzlar;28691;20091;18026;9432;10659
06533001;Beselich;828;586;2026;1784;-1198
06533002;Brechen;811;582;2436;2207;-1625
06533003;Bad Camberg;3648;2508;5339;4200;-1692
06533004;Dornburg, Westerw;1574;970;2994;2391;-1421
06533005;Elbtal;190;128;828;767;-639
06533006;Elz;1971;1506;2717;2254;-748
06533007;Hadamar;2514;1778;4308;3576;-1798
06533008;Hünfelden;993;601;3582;3190;-2589
06533009;Limburg a.d.Lahn;23067;18109;11808;6863;11246
06533010;Löhnberg;858;653;1539;1334;-681
06533011;Mengerskirchen;1240;845;2096;1701;-856
06533012;Merenberg;816;666;1233;1084;-418
06533013;Runkel;1676;1223;3408;2955;-1732
06533014;Selters (Taunus);567;352;2640;2426;-2074
06533015;Villmar;840;474;2472;2106;-1632
06533016;Waldbrunn (Westerwald);705;441;2074;1810;-1369
06533017;Weilburg;4741;3293;4363;2915;378
06533018;Weilmünster;2327;1385;3367;2425;-1040
06533019;Weinbach;372;226;1659;1513;-1287
06534001;Amöneburg;445;261;2120;1936;-1675
06534002;Angelburg;530;388;1343;1201;-813
06534003;Bad Endbach;1256;604;3077;2425;-1821
06534004;Biedenkopf;6158;4062;4817;2722;1340
06534005;Breidenbach;3109;2250;2606;1749;501
06534006;Cölbe;1579;1253;2636;2311;-1058
06534007;Dautphetal;3880;2494;4621;3237;-743
06534008;Ebsdorfergrund;1154;687;3605;3138;-2451
06534009;Fronhausen;797;637;1560;1400;-763
06534010;Gladenbach;2971;1720;4511;3260;-1540
06534011;Kirchhain;3391;2137;6420;5170;-3033
06534012;Lahntal;994;739;2699;2444;-1705
06534013;Lohra;909;607;2204;1902;-1295
06534014;Marburg;41295;25697;23307;7724;17973
06534015;Münchhausen am Christenberg;443;276;1335;1170;-894
06534016;Neustadt (Hessen);975;501;3303;2830;-2329
06534017;Rauschenberg;539;345;1792;1598;-1253
06534018;Stadtallendorf;13806;9166;8169;3536;5630
06534019;Steffenberg;872;661;1512;1301;-640
06534020;Weimar (Lahn);871;605;2728;2463;-1858
06534021;Wetter (Hessen);1241;712;3448;2920;-2208
06534022;Wohratal;375;260;913;799;-539
06535001;Alsfeld;6659;4035;5555;2932;1103
06535002;Antrifttal;139;78;732;671;-593
06535003;Feldatal;259;155;948;844;-689
06535004;Freiensteinau;517;333;1210;1026;-693
06535005;Gemünden (Felda);325;187;1111;973;-786
06535006;Grebenau;621;387;882;648;-261
06535007;Grebenhain;1437;880;1829;1272;-392
06535008;Herbstein;1956;1229;2000;1273;-44
06535009;Homberg (Ohm);2922;1809;2966;1854;-45
06535010;Kirtorf;348;172;1215;1039;-867
06535011;Lauterbach (Hess.);6411;4117;4575;2282;1835
06535012;Lautertal (Vogelsberg);297;177;1031;911;-734
06535013;Mücke;2256;1410;3529;2684;-1274
06535014;Romrod;484;346;995;857;-511
06535015;Schlitz;2201;777;3834;2410;-1633
06535016;Schotten;2760;1263;3997;2500;-1237
06535017;Schwalmtal, Hess;372;239;1014;881;-642
06535018;Ulrichstein;386;194;1017;825;-631
06535019;Wartenberg, Hess;688;505;1477;1294;-789
06611000;Kassel, krsfr. Stadt;105291;61489;67393;23627;37862
06631001;Bad Salzschlirf;1163;865;1069;771;94
06631002;Burghaun;1500;1026;2499;2026;-1000
06631003;Dipperz;526;378;1370;1223;-845
06631004;Ebersburg;1132;841;1757;1466;-625
06631005;Ehrenberg (Rhön);306;149;1043;886;-737
06631006;Eichenzell;4248;3297;4552;3606;-309
06631007;Eiterfeld;2055;1316;2772;2033;-717
06631008;Flieden;1546;970;3257;2681;-1711
06631009;Fulda;48616;33471;23778;8655;24816
06631010;Gersfeld (Rhön);1512;853;2004;1346;-493
06631011;Großenlüder;2407;1713;3555;2861;-1148
06631012;Hilders;1044;651;1723;1330;-679
06631013;Hofbieber;1018;700;2263;1946;-1246
06631014;Hosenfeld;528;258;1841;1571;-1313
06631015;Hünfeld;5943;4023;5867;3948;75
06631016;Kalbach;1424;929;2486;1992;-1063
06631017;Künzell;2868;2181;6225;5538;-3357
06631018;Neuhof, Kr Fulda;2806;1916;4169;3280;-1364
06631019;Nüsttal;241;150;1192;1102;-952
06631020;Petersberg, Kr Fulda;4425;3830;5637;5048;-1218
06631021;Poppenhausen (Wasserkuppe);1354;1098;961;706;392
06631022;Rasdorf;382;279;605;502;-223
06631023;Tann (Rhön);1016;584;1649;1219;-635
06632001;Alheim;709;430;1887;1609;-1179
06632002;Bad Hersfeld;18861;12714;10315;4176;8538
06632003;Bebra;5498;3778;4676;2961;817
06632004;Breitenbach a. Herzberg;196;132;707;643;-511
06632005;Cornberg;197;131;536;470;-339
06632006;Friedewald, Hess;1277;1145;900;770;375
06632007;Hauneck;740;620;1191;1072;-452
06632008;Haunetal;261;126;1093;959;-833
06632009;Heringen (Werra);2260;1427;2636;1804;-377
06632010;Hohenroda;398;271;1138;1011;-740
06632011;Kirchheim, Hess;1649;1248;1585;1184;64
06632012;Ludwigsau;580;380;2094;1894;-1514
06632013;Nentershausen, Hess;350;204;983;837;-633
06632014;Neuenstein, Hess;1323;1050;1258;985;65
06632015;Niederaula;1953;1458;2138;1643;-185
06632016;Philippsthal (Werra);3596;2927;1566;900;2027
06632017;Ronshausen;329;252;845;768;-516
06632018;Rotenburg a.d.Fulda;3966;2241;4942;3218;-977
06632019;Schenklengsfeld;427;243;1649;1466;-1223
06632020;Wildeck;824;551;1843;1570;-1019
06633001;Ahnatal;709;471;2825;2587;-2116
06633002;Bad Karlshafen;1086;614;1153;681;-67
06633003;Baunatal;27704;23229;10563;6097;17132
06633004;Breuna;580;406;1418;1244;-838
06633005;Calden;1659;1287;2855;2485;-1198
06633006;Bad Emstal;1690;1208;2277;1796;-588
06633007;Espenau;412;305;1790;1684;-1379
06633008;Fuldabrück;3256;2856;3201;2802;54
06633009;Fuldatal;1897;1394;4294;3791;-2397
06633010;Grebenstein;561;309;2098;1846;-1537
06633011;Habichtswald;456;300;1833;1677;-1377
06633012;Helsa;708;490;1949;1731;-1241
06633013;Hofgeismar;5411;3186;5385;3162;24
06633014;Immenhausen;1584;1118;2458;1993;-875
06633015;Kaufungen;3490;2616;4861;3990;-1374
06633016;Liebenau, Hess;278;178;1164;1064;-886
06633017;Lohfelden;4575;3755;5359;4542;-787
06633018;Naumburg;809;463;2020;1674;-1211
06633019;Nieste;152;97;838;783;-686
06633020;Niestetal;3694;3129;4302;3738;-609
06633021;Oberweser;690;439;1214;963;-524
06633022;Reinhardshagen;662;297;1630;1265;-968
06633023;Schauenburg;954;567;3942;3555;-2988
06633024;Söhrewald;391;245;1794;1648;-1403
06633025;Trendelburg;609;300;1903;1594;-1294
06633026;Vellmar;2729;1985;6354;5609;-3624
06633027;Wahlsburg;613;436;695;518;-82
06633028;Wolfhagen;3570;2186;4849;3465;-1279
06633029;Zierenberg;888;536;2395;2043;-1507
06633200;Gutsbezirk Reinhardswald;-;-;-;-;-
06634001;Borken (Hessen);2193;1150;4504;3462;-2312
06634002;Edermünde;978;721;2977;2720;-1999
06634003;Felsberg;1580;894;4069;3384;-2490
06634004;Frielendorf;1053;561;2833;2341;-1780
06634005;Fritzlar;3831;2365;5217;3751;-1386
06634006;Gilserberg;535;343;1128;936;-593
06634007;Gudensberg;2046;1389;3776;3119;-1730
06634008;Guxhagen;1622;1354;2121;1853;-499
06634009;Homberg (Efze);4987;3281;5055;3350;-69
06634010;Jesberg;334;206;862;734;-528
06634011;Knüllwald;955;653;1718;1416;-763
06634012;Körle;328;222;1152;1045;-823
06634013;Malsfeld;1325;1051;1567;1293;-242
06634014;Melsungen;11756;8908;5186;2342;6566
06634015;Morschen;389;249;1263;1123;-874
06634016;Neuental;187;102;1210;1125;-1023
06634017;Neukirchen, Knüll;1481;759;2457;1735;-976
06634018;Niedenstein;446;236;2032;1822;-1586
06634019;Oberaula;469;246;1127;904;-658
06634020;Ottrau;267;201;869;803;-602
06634021;Schrecksbach;320;178;1164;1022;-844
06634022;Schwalmstadt;9465;6035;6576;3147;2888
06634023;Schwarzenborn, Knüll;321;212;391;282;-70
06634024;Spangenberg;1946;1157;2353;1565;-408
06634025;Wabern;1188;772;2824;2408;-1636
06634026;Willingshausen;451;263;1919;1731;-1468
06634027;Bad Zwesten;1361;975;1448;1062;-87
06635001;Allendorf (Eder);4817;3774;2361;1318;2456
06635002;Bad Arolsen;6869;3790;5862;2788;1002
06635003;Bad Wildungen;8014;4157;6429;2573;1584
06635004;Battenberg (Eder);1747;1194;2101;1548;-354
06635005;Bromskirchen;936;763;685;513;250
06635006;Burgwald;1622;1233;2012;1624;-391
06635007;Diemelsee;971;568;1832;1429;-861
06635008;Diemelstadt;1845;1169;1997;1321;-152
06635009;Edertal;789;438;2350;2000;-1562
06635010;Frankenau;225;99;1201;1075;-976
06635011;Frankenberg (Eder);7306;4306;7106;4110;196
06635012;Gemünden (Wohra);854;465;1492;1103;-638
06635013;Haina (Kloster);1190;780;1461;1051;-271
06635014;Hatzfeld (Eder);1086;685;1287;886;-201
06635015;Korbach;13824;7887;8874;2942;4945
06635016;Lichtenfels, Hess;678;423;1535;1280;-857
06635017;Rosenthal, Hess;289;184;852;748;-564
06635018;Twistetal;650;449;1786;1585;-1136
06635019;Vöhl;700;346;2183;1829;-1483
06635020;Volkmarsen;1776;1002;2605;1832;-830
06635021;Waldeck, Hess;1395;789;2620;2014;-1225
06635022;Willingen (Upland);2388;1017;2401;1034;-17
06636001;Bad Sooden-Allendorf;2187;1226;2702;1741;-515
06636002;Berkatal;489;338;553;402;-64
06636003;Eschwege;9278;5963;6316;3001;2962
06636004;Großalmerode;1159;551;2541;1934;-1383
06636005;Herleshausen;496;290;992;786;-496
06636006;Hessisch Lichtenau;3925;2352;4477;2905;-553
06636007;Meinhard;852;637;1620;1405;-768
06636008;Meißner;318;205;1062;949;-744
06636009;Neu-Eichenberg;204;156;661;613;-457
06636010;Ringgau;437;241;1114;918;-677
06636011;Sontra;1583;883;2603;1903;-1020
06636012;Waldkappel;836;511;1592;1267;-756
06636013;Wanfried;718;364;1298;944;-580
06636014;Wehretal;628;439;1782;1593;-1154
06636015;Weißenborn b Eschwege;68;31;355;318;-287
06636016;Witzenhausen;4423;2448;5027;3055;-607
06636200;Gutsbezirk Kaufunger Wald;-;-;-;-;-
07111000;Koblenz, krsfr. Stadt;70507;46948;38232;14695;32253
0713100007;Bad Neuenahr-Ahrweiler, verbandsfr. Gemeinde;10446;6203;8764;4523;1680
0713100070;Remagen, verbandsfr. Gemeinde;4235;2995;5739;4500;-1505
0713100077;Sinzig, verbandsfr. Gemeinde;3240;1966;6260;4987;-3021
0713100090;Grafschaft, verbandsfr. Gemeinde;2217;1618;4275;3676;-2058
0713101;Adenau, Verbandsgem.;.;-;4594;-;-
0713101001;Adenau;1314;969;995;650;319
0713101004;Antweiler;80;59;170;149;-90
0713101005;Aremberg;.;.;80;76;.
0713101008;Barweiler;40;28;121;109;-81
0713101009;Bauler b Barweiler;.;.;22;21;.
0713101015;Dankerath;.;.;26;26;.
0713101018;Dorsel;9;5;44;40;-35
0713101021;Eichenbach;.;.;21;17;.
0713101022;Fuchshofen;.;.;24;21;.
0713101026;Harscheid;20;14;54;48;-34
0713101028;Herschbroich;.;.;98;92;.
0713101030;Hoffeld, Eifel;.;.;116;115;.
0713101032;Honerath;7;5;60;58;-53
0713101033;Hümmel;17;8;169;160;-152
0713101034;Insul;45;28;186;169;-141
0713101037;Kaltenborn;28;18;133;123;-105
0713101042;Kottenborn;.;.;68;63;.
0713101044;Leimbach b Adenau;.;.;162;153;.
0713101050;Meuspath;365;361;47;43;318
0713101051;Müllenbach b Adenau;95;82;180;167;-85
0713101052;Müsch;41;32;61;52;-20
0713101058;Nürburg;499;474;63;39;435
0713101062;Ohlenhard;.;0;46;46;-46
0713101065;Pomster;5;.;51;.;.
0713101066;Quiddelbach;.;.;94;94;.
0713101069;Reifferscheid;73;53;190;170;-117
0713101072;Rodder;.;.;90;87;.
0713101074;Schuld;112;81;222;191;-110
0713101075;Senscheid;.;0;29;29;-29
0713101076;Sierscheid;.;0;33;33;-33
0713101079;Trierscheid;.;.;25;23;.
0713101082;Wershofen;106;61;335;290;-229
0713101083;Wiesemscheid;40;30;104;94;-64
0713101084;Wimbach;12;7;158;153;-146
0713101085;Winnerath;.;.;64;59;.
0713101086;Wirft;.;0;56;56;-56
0713101501;Dümpelfeld;30;23;197;190;-167
0713102;Altenahr, Verbandsgem.;.;-;4019;-;-
0713102002;Ahrbrück;163;110;483;430;-320
0713102003;Altenahr;468;330;599;461;-131
0713102011;Berg, Kr Ahrweiler;101;69;461;429;-360
0713102017;Dernau;288;204;659;575;-371
0713102027;Heckenbach;.;.;78;70;.
0713102029;Hönningen;142;96;383;337;-241
0713102036;Kalenborn, Kr Ahrweiler;24;12;260;248;-236
0713102039;Kesseling;48;44;195;191;-147
0713102040;Kirchsahr;24;14;137;127;-113
0713102047;Lind, Kr Ahrweiler;11;8;206;203;-195
0713102049;Mayschoß;184;103;364;283;-180
0713102068;Rech;44;21;194;171;-150
0713103;Bad Breisig, Verbandsgem.;2054;-;4557;-;-
0713103006;Bad Breisig;1336;853;3077;2595;-1742
0713103014;Brohl-Lützing;668;564;928;824;-260
0713103025;Gönnersdorf, Kr Ahrweiler;22;19;221;218;-199
0713103081;Waldorf;28;16;331;319;-303
0713104;Brohltal, Verbandsgem.;.;-;6941;-;-
0713104016;Dedenbach;11;9;184;182;-173
0713104041;Königsfeld, Eifel;27;18;258;249;-231
0713104054;Niederdürenbach;54;43;369;358;-315
0713104055;Niederzissen;1548;1315;1025;793;522
0713104059;Oberdürenbach;7;5;264;262;-257
0713104060;Oberzissen;122;90;457;425;-335
0713104073;Schalkenbach;74;61;282;269;-208
0713104201;Brenk;.;.;68;67;.
0713104202;Burgbrohl;1718;1440;1118;842;598
0713104204;Galenberg;.;.;86;85;.
0713104205;Glees;249;220;229;200;20
0713104206;Hohenleimbach;.;.;117;104;.
0713104208;Spessart;120;97;303;280;-183
0713104209;Wassenach;109;81;470;442;-361
0713104210;Wehr, Eifel;47;30;433;416;-386
0713104211;Weibern;336;239;568;471;-232
0713104502;Kempenich;635;492;710;567;-75
0713200050;Herdorf, verbandsfr. Gemeinde;-;-;-;-;-
0713201;Altenkirchen (Westerwald), Verbandsgem.;.;-;7990;-;-
0713201001;Almersbach;8;6;131;129;-123
0713201004;Bachenberg;5;3;40;38;-35
0713201009;Birnbach;59;41;196;178;-137
0713201017;Busenhausen;13;11;134;132;-121
0713201022;Eichelhardt;263;236;158;131;105
0713201027;Ersfeld;.;.;25;25;.
0713201031;Fiersbach;.;.;91;87;.
0713201033;Fluterschen;.;.;239;237;.
0713201035;Forstmehren;9;7;52;50;-43
0713201040;Gieleroth;18;11;231;224;-213
0713201046;Hasselbach, Westerwald;55;46;124;115;-69
0713201047;Helmenzen;37;29;297;289;-260
0713201048;Helmeroth;.;.;63;61;.
0713201049;Hemmelzen;.;.;88;86;.
0713201051;Heupelzen;.;.;93;92;.
0713201052;Hilgenroth;.;.;109;108;.
0713201053;Hirz-Maulsbach;.;.;114;113;.
0713201056;Idelberg;.;.;22;22;.
0713201057;Ingelbach;.;.;208;205;.
0713201058;Isert;.;.;43;40;.
0713201061;Kettenhausen;14;10;108;104;-94
0713201062;Kircheib;61;48;181;169;-121
0713201064;Kraam;5;4;55;54;-50
0713201067;Mammelzen;209;194;402;387;-193
0713201069;Mehren, Westerwald;.;.;153;139;.
0713201070;Michelbach (Westerwald);.;.;181;176;.
0713201074;Neitersen;312;280;265;233;47
0713201081;Obererbach (Westerwald);.;.;214;208;.
0713201082;Oberirsen;9;3;227;221;-218
0713201086;Oberwambach;.;.;149;145;.
0713201087;Ölsen;.;0;24;24;-24
0713201092;Racksen;.;.;54;53;.
0713201094;Rettersen;16;6;140;130;-124
0713201099;Schöneberg, Westerwald;.;.;152;152;.
0713201106;Sörth;.;.;93;91;.
0713201109;Stürzelbach;.;.;88;85;.
0713201110;Volkerzen;.;0;26;26;-26
0713201114;Werkhausen;.;.;100;99;.
0713201115;Weyerbusch;365;302;495;432;-130
0713201118;Wölmersen;.;.;116;106;.
0713201201;Berod bei Hachenburg;137;109;211;183;-74
0713201501;Altenkirchen (Westerwald);4980;4196;2098;1314;2882
0713202;Betzdorf, Verbandsgem.;.;-;5402;-;-
0713202002;Alsdorf, Sieg;232;200;605;573;-373
0713202006;Betzdorf;3803;2990;3346;2533;457
0713202042;Grünebach;.;.;241;238;.
0713202098;Scheuerfeld;631;556;744;669;-113
0713202111;Wallmenroth;166;137;466;437;-300
0713203;Daaden, Verbandsgem.;.;-;6880;-;-
0713203018;Daaden;2005;1484;1681;1161;323
0713203019;Derschen;67;50;417;400;-350
0713203026;Emmerzhausen;36;25;268;257;-232
0713203036;Friedewald, Westerwald;433;370;448;385;-15
0713203050;Herdorf, Stadt;1949;1315;2460;1826;-511
0713203068;Mauden;9;4;41;36;-32
0713203075;Niederdreisbach;285;263;368;346;-83
0713203079;Nisterberg;.;.;130;122;.
0713203101;Schutzbach;.;.;140;138;.
0713203113;Weitefeld;756;604;927;775;-171
0713204;Flammersfeld, Verbandsgem.;.;-;4279;-;-
0713204005;Berzhausen;3;0;72;69;-69
0713204015;Bürdenbach;7;3;172;168;-165
0713204016;Burglahr;20;13;142;135;-122
0713204023;Eichen;8;4;221;217;-213
0713204029;Eulenberg;.;.;24;23;.
0713204032;Flammersfeld;377;312;511;446;-134
0713204041;Giershausen;.;.;39;35;.
0713204043;Güllesheim;31;21;248;238;-217
0713204055;Horhausen (Westerwald);678;596;657;575;21
0713204060;Kescheid;.;.;43;41;.
0713204065;Krunkel;290;280;240;230;50
0713204078;Niedersteinebach;.;.;66;61;.
0713204083;Oberlahr;670;592;289;211;381
0713204084;Obernau;4;.;70;.;.
0713204085;Obersteinebach;.;.;92;89;.
0713204088;Orfgen;9;7;68;66;-59
0713204089;Peterslahr;.;.;105;98;.
0713204090;Pleckhausen;38;31;248;241;-210
0713204093;Reiferscheid;.;.;149;149;.
0713204097;Rott, Westerwald;10;10;129;129;-119
0713204100;Schürdt;.;.;95;92;.
0713204103;Seelbach (Westerwald);6;4;124;122;-118
0713204104;Seifen;.;.;42;40;.
0713204112;Walterschen;.;.;52;49;.
0713204116;Willroth;253;228;330;305;-77
0713204119;Ziegenhain;.;.;51;51;.
0713205;Gebhardshain, Verbandsgem.;.;-;4267;-;-
0713205020;Dickendorf;62;41;133;112;-71
0713205024;Elben;.;.;152;145;.
0713205025;Elkenroth;434;329;731;627;-298
0713205030;Fensdorf;.;.;172;164;.
0713205039;Gebhardshain;466;342;731;607;-265
0713205059;Kausen;.;.;300;289;.
0713205066;Malberg, Westerwald;14;11;417;414;-403
0713205071;Molzhain;.;.;222;221;.
0713205073;Nauroth;189;174;430;415;-241
0713205095;Rosenheim (Landkreis Altenkirchen);237;202;281;246;-44
0713205107;Steinebach/Sieg;574;520;498;445;75
0713205108;Steineroth;19;13;200;194;-181
0713206;Hamm (Sieg), Verbandsgem.;.;-;4172;-;-
0713206007;Birkenbeul;12;10;142;140;-130
0713206010;Bitzen;30;19;279;268;-249
0713206013;Breitscheidt;.;.;299;290;.
0713206014;Bruchertseifen;.;.;278;268;.
0713206028;Etzbach;204;191;468;455;-264
0713206034;Forst b Wissen, Sieg;21;15;190;184;-169
0713206038;Fürthen;11;9;409;407;-398
0713206044;Hamm (Sieg);1560;1265;985;692;573
0713206077;Niederirsen;.;0;43;43;-43
0713206091;Pracht;61;51;527;517;-466
0713206096;Roth b Hamm, Sieg;141;120;491;470;-350
0713206102;Seelbach b Hamm (Sieg);.;.;61;61;.
0713207;Kirchen (Sieg), Verbandsgem.;.;-;8923;-;-
0713207012;Brachbach;635;559;907;831;-272
0713207037;Friesenhagen;614;528;616;531;-3
0713207045;Harbach;.;.;229;227;.
0713207063;Kirchen (Sieg);2931;2227;3250;2547;-320
0713207072;Mudersbach;1146;917;2314;2085;-1168
0713207076;Niederfischbach;999;700;1607;1308;-608
0713208;Wissen, Verbandsgem.;4474;-;5350;-;-
0713208008;Birken-Honigsessen;155;95;954;894;-799
0713208011;Mittelhof;849;793;335;279;514
0713208054;Hövels;54;37;220;203;-166
0713208080;Katzwinkel (Sieg);202;162;708;668;-506
0713208105;Selbach (Sieg);20;13;287;280;-267
0713208117;Wissen;3194;2338;2846;1989;349
0713209;Betzdorf-Gebhardshain;-;-;-;-;-
0713209002;Alsdorf;-;-;-;-;-
0713209006;Betzdorf, Stadt;-;-;-;-;-
0713209020;Dickendorf;-;-;-;-;-
0713209024;Elben;-;-;-;-;-
0713209025;Elkenroth;-;-;-;-;-
0713209030;Fensdorf;-;-;-;-;-
0713209039;Gebhardshain;-;-;-;-;-
0713209042;Grünebach;-;-;-;-;-
0713209059;Kausen;-;-;-;-;-
0713209066;Malberg;-;-;-;-;-
0713209071;Molzhain;-;-;-;-;-
0713209073;Nauroth;-;-;-;-;-
0713209095;Rosenheim (Altenk.);-;-;-;-;-
0713209098;Scheuerfeld;-;-;-;-;-
0713209107;Steinebach/Sieg;-;-;-;-;-
0713209108;Steineroth;-;-;-;-;-
0713209111;Wallmenroth;-;-;-;-;-
0713300006;Bad Kreuznach, verbandsfr. Gemeinde;27802;18656;17188;8055;10601
0713300052;Kirn, verbandsfr. Gemeinde;3177;2337;2670;1830;507
0713301;Bad Kreuznach, Verbandsgem.;.;-;3556;-;-
0713301003;Altenbamberg;-;-;-;-;-
0713301012;Biebelsheim;32;22;243;233;-211
0713301030;Feilbingert;-;-;-;-;-
0713301031;Frei-Laubersheim;59;38;382;361;-323
0713301032;Fürfeld;70;37;599;566;-529
0713301037;Hackenheim;134;101;800;767;-666
0713301039;Hallgarten;-;-;-;-;-
0713301045;Hochstätten;-;-;-;-;-
0713301069;Neu-Bamberg;142;110;367;335;-225
0713301078;Pfaffen-Schwabenheim;387;340;530;483;-143
0713301080;Pleitersheim;24;19;144;139;-120
0713301104;Tiefenthal, Rheinhessen;.;.;48;46;.
0713301106;Volxheim;77;57;443;424;-367
0713302;Bad Münster am Stein-Ebernburg, Verbandsgem.;512;-;2796;-;-
0713302003;Altenbamberg;66;49;287;270;-221
0713302007;Bad Münster am Stein-Ebernburg;-;-;-;-;-
0713302027;Duchroth;26;13;212;199;-186
0713302030;Feilbingert;161;114;610;563;-449
0713302039;Hallgarten;36;23;339;326;-303
