GENESIS-Tabelle: 33111-01-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
13056042;Mallin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056043;Marihn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056044;Massow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056045;Melz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056047;Möllenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056048;Mollenstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056049;Moltzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056050;Neu Gaarz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056051;Nossentiner Hütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056052;Penkow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056053;Penzlin, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056054;Priborn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056055;Puchow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056056;Rechlin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056057;Röbel/Müritz, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056060;Schloen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056061;Schwarz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056062;Schwinkendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056063;Sietow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056064;Silz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056065;Stuer;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056066;Torgelow am See;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056067;Varchentin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056068;Vielist;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056069;Vipperow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056070;Vollrathsruhe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056071;Walow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056072;Waren (Müritz), Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056073;Wredenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056074;Zepkow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056075;Zislow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056076;Fünfseen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13056077;Lansen-Schönau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057002;Ahrenshoop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057005;Altenpleen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057006;Bad Sülze, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057008;Bartelshagen II b. Barth;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057009;Barth, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057011;Behnkendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057013;Born a. Darß;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057014;Brandshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057020;Dettmannsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057021;Deyelsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057022;Dierhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057024;Drechow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057026;Eixen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057027;Elmenhorst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057028;Franzburg, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057029;Fuhlendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057030;Glewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057031;Grammendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057032;Gransebieth;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057036;Grimmen, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057037;Groß Kordshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057038;Groß Mohrdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057039;Horst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057040;Hugoldsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057041;Jakobsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057043;Karnin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057046;Kirchdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057047;Klausdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057049;Kramerhof;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057051;Kummerow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057054;Löbnitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057055;Lüdershagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057056;Lüssow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057057;Marlow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057059;Miltzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057060;Neu Bartelshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057062;Niepars;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057064;Pantelitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057065;Papenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057067;Preetz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057068;Prerow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057069;Prohn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057070;Pruchten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057073;Reinberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057074;Ribnitz-Damgarten, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057075;Richtenberg, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057076;Saal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057077;Schlemmin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057079;Semlow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057081;Splietsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057083;Steinhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057085;Tribsees, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057086;Trinwillershagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057087;Velgast;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057088;Weitenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057089;Wendisch Baggendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057090;Wendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057091;Wieck a. Darß;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057092;Wilmshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057093;Wittenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057094;Wustrow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057095;Zarrendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057096;Zingst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057097;Süderholz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057098;Divitz-Spoldershagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057099;Gremersdorf-Buchholz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057100;Millienhagen-Oebelitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057101;Kenz-Küstrow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057102;Ahrenshagen-Daskow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057103;Lindholz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13057104;Sundhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058001;Alt Meteln;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058003;Bad Kleinen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058004;Badow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058005;Barnekow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058007;Benz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058008;Bernstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058009;Bibow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058010;Blowatz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058012;Boiensdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058014;Boltenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058015;Börzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058016;Brüsewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058018;Carlow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058019;Cramonshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058020;Dalberg-Wendelstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058021;Damshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058022;Dassow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058023;Dechow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058025;Dorf Mecklenburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058026;Dragun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058028;Gadebusch, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058029;Gägelow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058030;Glasin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058031;Gottesgabe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058032;Grambow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058034;Grevesmühlen, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058035;Grieben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058038;Groß Molzahn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058041;Groß Siemz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058042;Groß Stieten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058045;Hanshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058047;Hohen Viecheln;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058048;Holdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058049;Hornstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058050;Insel Poel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058051;Jesendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058053;Klein Trebbow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058054;Klütz, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058055;Kneese;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058056;Köchelstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058058;Krembz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058059;Krusenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058060;Lockwisch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058062;Lübberstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058063;Lübow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058064;Lübstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058065;Lüdersdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058066;Lützow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058067;Mallentin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058068;Menzendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058069;Metelsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058071;Mühlen Eichsen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058072;Nesow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058073;Neuburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058074;Neukloster, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058075;Niendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058076;Papenhusen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058078;Passee;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058079;Perlin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058080;Pingelshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058081;Plüschow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058082;Pokrent;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058084;Rehna, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058085;Renzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058086;Rieps;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058087;Roduchelstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058088;Roggendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058089;Roggenstorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058090;Rögnitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058091;Rüting;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058092;Schimm;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058093;Schlagsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058094;Schönberg, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058095;Seehof;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058096;Selmsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058098;Testorf-Steinfort;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058099;Thandorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058100;Upahl;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058101;Utecht;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058102;Veelböken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058103;Ventschow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058104;Vitense;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058105;Warin, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058106;Warnow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058107;Wedendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058108;Zickhusen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058109;Zierow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058110;Zurow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058111;Züsow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058112;Moor-Rolofshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058113;Kalkhorst;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058114;Bobitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058115;Königsfeld;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058116;Hohenkirchen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058117;Schildetal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13058118;Damshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059002;Anklam, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059003;Bandelin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059005;Bargischow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059006;Behrenhoff;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059007;Benz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059008;Blesewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059009;Boldekow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059011;Brünzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059012;Buddenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059013;Bugewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059014;Buggenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059015;Butzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059016;Dargelin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059017;Dargen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059018;Dersekow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059019;Diedrichshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059020;Drewelow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059021;Ducherow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059022;Garz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059023;Gribow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059025;Groß Kiesow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059027;Groß Polzin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059028;Gützkow, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059029;Hanshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059031;Hinrichshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059032;Hohendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059033;Iven;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059034;Japenzin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059036;Kamminke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059037;Karlsburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059038;Karlshagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059039;Katzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059040;Kemnitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059041;Klein Bünzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059042;Kölzin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059043;Korswandt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059044;Koserow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059045;Krien;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059046;Kröslin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059047;Krummin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059048;Krusenfelde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059049;Lassan, Stadt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059050;Levenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059051;Liepen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059052;Loddin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059053;Loissin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059054;Löwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059055;Lubmin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059057;Lühmannsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059058;Lüssow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059059;Lütow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059060;Medow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059062;Mesekenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059063;Mölschow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059065;Murchin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059066;Neetzow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059069;Neu Boltenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059070;Neu Kosenow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059071;Neuendorf A;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059072;Neuendorf B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059073;Neuenkirchen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059074;Neuenkirchen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059075;Peenemünde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059076;Pelsin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059077;Postlow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059078;Pudagla;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059079;Pulow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059080;Putzar;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
13059081;Rankwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
