GENESIS-Tabelle: 71517-01-03-5-B
Bruttoeinnahmen der Gemeinden - Jahressumme -;;;;;;;;;;
regionale Ebenen;;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;;
2014;;;;;;;;;;
;;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden
;;;Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden)
;;;Einnahmen des Verwaltungshaushalts, insgesamt;Steuern und steuerähnliche Einnahmen;allgem. Zuweisung,Umlagen v.Bund,Land,Gemeinden/GV;Gebühren und zweckgebundene Abgaben;Einnahmen des Vermögenshaushalts, insgesamt;Beiträge und ähnliche Entgelte;Zuweisungen, Zuschüsse f.Investitionsförderungen..;Kredite und innere Darlehen
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
01054079;Löwenstedt;972809;795817;348592;283476;44836;176992;5211;92646;0
01054080;Lütjenholm;683714;642586;386485;170284;35354;41128;22006;2216;0
01054083;Midlum;567108;492474;275082;115640;36783;74634;18953;0;0
01054084;Mildstedt;6047554;5788253;2467991;1322839;138087;259301;16926;0;0
01054085;Nebel;1412287;1348885;1023346;153279;2013;63402;0;0;0
01054086;Neukirchen;1921286;1814957;633132;845640;131418;106329;0;22834;0
01054087;Nieblum;1129894;1118810;790495;30401;1556;11084;0;0;0
01054088;Niebüll;18591150;16986469;9968938;2429208;1691340;1604681;97441;42406;1257239
01054089;Norddorf auf Amrum;935861;916079;782452;26010;-927;19782;13500;300;0
01054090;Norderfriedrichskoog;7275933;7275933;3439918;2680683;0;0;0;0;0
01054091;Nordstrand;3519397;3171511;1451796;1386328;3592;347886;0;3212;340000
01054092;Norstedt;365891;361665;296301;36204;10706;4226;0;4226;0
01054093;Ockholm;401160;401095;213780;152463;8556;65;0;0;0
01054094;Oevenum;680931;680931;330305;153384;79885;0;0;0;0
01054095;Oldenswort;1389524;1379960;835479;70272;185085;9564;0;0;0
01054096;Oldersbek;877122;829561;424184;259262;38108;47561;0;42000;0
01054097;Olderup;580314;554685;482687;18715;21546;25629;0;20935;0
01054098;Oldsum;806655;789750;350932;157986;203156;16905;16905;0;0
01054099;Ostenfeld (Husum);2359393;1740418;1155381;283990;100710;618975;12576;217781;0
01054100;Osterhever;288552;288552;213099;36660;878;0;0;0;0
01054101;Oster-Ohrstedt;688027;679399;542058;32664;37819;8628;6992;0;0
01054103;Pellworm;5789762;4913413;988591;3594372;26922;876349;0;440000;388816
01054104;Poppenbüll;273498;273498;201552;52268;1337;0;0;0;0
01054105;Ramstedt;485307;485307;192957;205083;32088;0;0;0;0
01054106;Rantrum;3920346;2467256;1298526;526464;275236;1453090;118007;191000;1020000
01054107;Rantum (Sylt);-;-;-;-;-;-;-;-;-
01054108;Reußenköge;5778195;5721945;5459047;35593;24091;56250;0;0;0
01054109;Risum-Lindholm;4391428;3911399;2745971;658860;11451;480029;106494;141991;0
01054110;Rodenäs;382030;382030;249844;90468;8245;0;0;0;0
01054113;Sankt Peter-Ording;10884663;9675314;5982883;596580;1808801;1209349;493489;50353;0
01054116;Schwabstedt;1991430;1987756;837355;746687;97043;3674;0;0;0
01054118;Schwesing;1286067;1067391;623562;328332;45394;218676;22731;94245;100000
01054119;Seeth;689037;683747;247777;358474;4166;5290;0;5290;0
01054120;Simonsberg;1806745;1113345;753425;144030;74444;693400;0;0;0
01054121;Sönnebüll;343491;282903;204113;48667;2000;60588;18034;0;0
01054123;Sollwitt;319222;312967;154118;118380;1000;6255;0;6255;0
01054124;Sprakebüll;526391;185830;230813;8676;3605;340561;34314;126113;0
01054125;Stadum;1374872;1359646;726559;364428;68114;15226;0;8200;0
01054126;Stedesand;1115429;968354;520382;228612;30034;147075;0;140150;0
01054128;Struckum;1315028;1119248;870110;119968;1869;195780;89754;34939;0
01054129;Süderende;306944;306944;115058;79748;72811;0;0;0;0
01054130;Süderhöft;32816;32816;15311;15848;0;0;0;0;0
01054131;Süderlügum;3043336;2912782;1774824;700344;184509;130554;73330;3916;0
01054132;Südermarsch;389254;389254;185273;44596;4962;0;0;0;0
01054133;Sylt-Ost;-;-;-;-;-;-;-;-;-
01054134;Tating;1559245;1364904;601600;475572;140401;194341;0;188690;0
01054135;Tetenbüll;780008;751997;484099;165720;29298;28011;11844;0;0
01054136;Tinningstedt;316184;289476;125829;133716;0;26708;12177;5573;0
01054138;Tönning;12403422;11692009;3438937;2964080;260596;711413;42619;312357;286300
01054140;Tümlauer Koog;130548;130548;80205;28500;0;0;0;0;0
01054141;Uelvesbüll;332302;299067;232077;10739;9053;33235;15558;6134;0
01054142;Uphusum;592510;591869;407576;148344;6772;641;0;641;0
01054143;Utersum;896364;886337;413264;63810;345255;10027;5891;4036;0
01054144;Viöl;3290491;3036181;1486052;865824;149861;254310;28885;40757;0
01054145;Vollerwiek;255439;204828;153781;5688;11122;50611;15316;0;0
01054146;Vollstedt;318148;318148;265980;5815;19978;0;0;0;0
01054148;Welt;226676;226676;109033;72004;5120;0;0;0;0
01054149;Wenningstedt-Braderup (Sylt);4921422;4697846;3895186;62076;199697;223576;19522;0;0
01054150;Westerhever;189796;189796;92928;31680;17150;0;0;0;0
01054151;Westerland;-;-;-;-;-;-;-;-;-
01054152;Wester-Ohrstedt;1091782;1032861;616594;269460;49029;58921;20639;34358;0
01054154;Westre;594425;594225;468736;104328;3616;200;0;200;0
01054156;Winnert;990092;855107;498140;245020;31529;134985;21014;99379;0
01054157;Wisch;119843;119843;68519;46587;0;0;0;0;0
01054158;Witsum;103894;99014;73509;3430;11717;4880;0;4880;0
01054159;Wittbek;877838;877838;339200;452385;27546;0;0;0;0
01054160;Wittdün auf Amrum;1384725;1336314;841152;421643;-1758;48411;0;0;0
01054161;Witzwort;1417058;1371927;810729;324697;0;45131;49170;0;0
01054162;Wobbenbüll;593561;527182;242128;212293;41781;66379;1200;179;65000
01054163;Wrixum;1029031;1029031;545912;250678;144870;0;0;0;0
01054164;Wyk auf Föhr;10984462;8851486;5201995;791222;1493101;2132976;31500;75000;1790372
01054165;Galmsbüll;2143508;2137850;2020639;17148;6000;5658;0;5658;0
01054166;Emmelsbüll-Horsbüll;1132581;1114490;936678;72540;356;18091;0;15287;0
01054167;Enge-Sande;1669064;1432957;965690;192180;62261;236107;32581;182758;0
01054168;Sylt;55841125;50444114;25925980;1773396;13297691;5397011;965251;319407;0
01055001;Ahrensbök;11481290;11011238;4809084;3369216;1488643;470052;84748;98088;87000
01055002;Altenkrempe;1283790;1177497;642248;404376;6331;106293;104634;1300;0
01055004;Bad Schwartau;27106362;26978005;16405946;3835752;1308827;128357;17396;36643;0
01055006;Beschendorf;596361;595239;400965;166392;0;1122;0;0;0
01055007;Bosau;5779573;5426520;2479764;1803094;202625;353053;0;27349;147800
01055010;Dahme;2842110;2007160;1489012;314160;580;834950;654016;177833;0
01055011;Damlos;595233;593129;324511;239892;2286;2104;0;2104;0
01055012;Eutin;28973697;23268998;12572335;5637268;1358071;5704699;352127;72736;5000000
01055014;Göhl;1762236;1743764;1039909;305148;221919;18472;0;15445;0
01055015;Gremersdorf;2212566;1832193;1283405;161460;135054;380373;0;4419;0
01055016;Grömitz;13856653;12351915;7387949;2191422;399465;1504738;19037;22700;1305944
01055017;Großenbrode;4011791;3492441;1626940;600660;696659;519350;0;401;0
01055018;Grube;1617528;1514572;594266;642948;30240;102956;35736;0;0
01055020;Harmsdorf;626758;619539;333202;186108;52716;7219;0;899;0
01055021;Heiligenhafen;14352065;13150700;6449913;3735744;1799185;1201365;62080;39900;0
01055022;Heringsdorf (Holstein);1812243;1700890;1009587;202368;209048;111353;2818;1985;0
01055023;Kabelhorst;370132;368333;167308;183672;722;1799;0;1799;0
01055024;Kasseedorf;2282869;1790654;884354;632060;55429;492215;32990;329436;-51
01055025;Kellenhusen (Ostsee);2567312;2038985;1385184;214068;90201;528327;119532;0;0
01055027;Lensahn;9695609;9641863;3757977;1682880;115481;53746;0;47103;0
01055028;Malente;12435646;11970628;6616211;3693846;230574;465018;226019;74362;0
01055029;Manhagen;358183;358183;180521;159720;1950;0;0;0;0
01055031;Neukirchen;1552267;1515451;923581;255240;183923;36816;0;430;0
01055032;Neustadt in Holstein;24044240;23246614;11307402;6251388;1294581;797626;52762;92879;0
01055033;Oldenburg in Holstein;17089330;16017394;8861180;2479164;2236679;1071936;59918;675942;0
01055035;Ratekau;19435248;18151040;10092120;4309368;759524;1284208;2470;673956;0
01055036;Riepsdorf;1014671;1002327;580652;362292;0;12344;0;9044;0
01055037;Schashagen;2904265;2806815;1662766;617820;117301;97450;0;9800;0
01055038;Schönwalde am Bungsberg;3105095;2824403;1395189;1258548;1327;280692;53122;165039;0
01055039;Sierksdorf;2368931;2284626;1715097;96480;16927;84305;52609;0;0
01055040;Stockelsdorf;25735250;22059260;13262131;3672484;2950008;3675990;929257;283987;0
01055041;Süsel;7298954;5983754;3004714;2027252;348652;1315200;82348;196728;765240
01055042;Timmendorfer Strand;24041777;18346088;10599035;1549386;1446404;5695689;193287;221917;4010000
01055043;Wangels;3731348;3603380;1785429;622248;814557;127968;0;72200;0
01055044;Scharbeutz;24239788;18963630;10966652;3423612;903531;5276158;101955;261473;2072000
01055046;Fehmarn;22868877;20396123;14286567;1834212;1638462;2472754;847183;690166;0
01056001;Appen;8264805;7763670;3951951;1209516;764389;501135;0;153301;317700
01056002;Barmstedt;17283023;15061941;6598695;3683332;580381;2221082;255494;124193;1500000
01056003;Bevern;676095;676095;431043;114588;52807;0;0;0;0
01056004;Bilsen;1353739;908714;597356;127008;107257;445025;121232;3168;0
01056005;Bönningstedt;5815974;5618055;4510962;455460;178000;197919;0;38544;125000
01056006;Bokel;930907;780907;507329;135432;85089;150000;0;0;150000
01056008;Bokholt-Hanredder;1335714;1335464;865226;237828;0;250;0;250;0
01056009;Borstel-Hohenraden;2598349;2468757;1789007;440928;18869;129592;46545;68700;0
01056010;Brande-Hörnerkirchen;1875555;1735796;1064812;460512;101812;139759;39759;0;100000
01056011;Bullenkuhlen;348987;347251;222197;92916;625;1736;0;1736;0
01056013;Ellerbek;6821008;6654089;5437948;242852;660659;166919;0;20638;0
01056014;Ellerhoop;1927827;1748527;1420355;214260;29245;179300;0;0;179300
01056015;Elmshorn;96842472;80042414;47724324;10153409;11884036;16800058;761137;1042011;13408155
01056016;Groß Nordende;1155463;875293;463981;224988;89538;280170;0;0;260000
01056017;Groß Offenseth-Aspern;471870;405681;196048;177984;15015;66189;2400;589;0
01056018;Halstenbek;25427748;23325668;15518581;2750476;855238;2102080;6000;-3200;869280
01056019;Haselau;1277565;1265362;956333;223968;0;12203;0;10379;0
01056020;Haseldorf;2239822;1828207;1324828;359940;1400;411615;267325;11819;60000
01056021;Hasloh;5473150;4014391;2788910;629928;379569;1458759;0;59738;0
01056022;Heede;972258;804485;549071;95736;97610;167773;7381;0;0
01056023;Heidgraben;5307619;3931780;2082999;535392;852504;1375839;-17449;285688;881000
01056024;Heist;3281034;2989002;2017173;574164;78566;292032;0;0;0
01056025;Helgoland;32101274;23028024;17832058;1347704;1799229;9073250;0;6564668;2500000
01056026;Hemdingen;1931989;1695029;1238366;359484;1155;236960;0;10000;0
01056027;Hetlingen;1682862;1393303;985796;288252;624;289559;137551;51472;0
01056028;Holm;5165649;3924999;2826576;243264;390735;1240650;0;0;0
01056029;Klein Nordende;3400382;3335581;2261613;695340;235720;64801;0;0;0
01056030;Klein Offenseth-Sparrieshoop;4556874;3856248;2527949;551568;346742;700626;147728;26000;0
01056031;Kölln-Reisiek;4421924;3707988;2534976;628020;322479;713936;5000;703936;0
01056032;Kummerfeld;6668787;2845894;2255571;262128;40802;3822893;340730;0;1335600
01056033;Seester;1407460;1007460;632630;236352;66685;400000;0;150000;250000
01056034;Langeln;686858;608733;414283;96636;54633;78125;0;4000;0
01056035;Lutzhorn;1269463;869516;560461;164988;51061;399947;622;0;0
01056036;Moorrege;5080665;4978481;3373519;561576;486201;102184;0;0;0
01056037;Neuendeich;749088;689000;444194;102180;90936;60088;0;0;53589
01056038;Osterhorn;454529;444128;271322;120024;32266;10401;10401;0;0
01056039;Pinneberg;69904301;62044991;39814833;10901985;2618964;7859310;289664;95315;3796981
01056040;Prisdorf;2917979;2662948;2339439;158964;240;255031;38200;212831;0
01056041;Quickborn;58826931;41884305;28260371;1305012;4012134;16942626;114840;20000;16782345
01056042;Raa-Besenbek;462535;462535;392714;35028;63;0;0;0;0
01056043;Rellingen;23190304;23099439;19273244;852353;429137;90865;0;39381;0
01056044;Schenefeld, Stadt;25425484;24994293;17643402;3009438;2479654;431191;0;369935;0
01056045;Seestermühe;1166441;1166441;818996;110988;110548;0;0;0;0
01056046;Seeth-Ekholt;1001639;970671;569524;180972;112831;30968;0;30968;0
01056047;Tangstedt;4346411;2611337;2069698;282348;36173;1735074;13234;85342;0
01056048;Tornesch;30507048;20004091;15031938;974558;306118;10502957;610306;151500;5500000
01056049;Uetersen;33462367;31874213;16593851;4049382;5720947;1588154;836929;667028;0
01056050;Wedel;73849596;51294728;38901533;2468640;2425193;22554868;827594;6697320;13012200
01056051;Westerhorn;1784566;1784046;1162756;389172;130706;520;0;0;0
01057001;Ascheberg (Holstein);3785314;3663643;1747131;1101676;450223;121671;0;108173;0
01057002;Barmissen;165289;165289;103702;40332;11988;0;0;0;0
01057003;Barsbek;624093;571421;310168;219048;5271;52672;0;0;0
01057004;Behrensdorf (Ostsee);886584;699857;389611;170328;40924;186727;0;0;0
01057005;Belau;364453;353508;217581;91536;23996;10945;5552;0;0
01057006;Bendfeld;255002;255002;141838;74446;13908;0;0;0;0
01057007;Blekendorf;2167690;2128570;1007005;642096;88537;39120;0;0;0
01057008;Bönebüttel;2712449;2480521;1492429;557976;167915;231928;43833;30612;0
01057009;Bösdorf;2239086;1685286;805575;516422;270374;553800;2269;212961;181700
01057010;Boksee;563404;525806;294642;134820;81444;37598;672;28000;0
01057011;Bothkamp;331104;330748;173387;108192;22406;356;0;356;0
01057012;Brodersdorf;458412;388266;276807;92484;678;70146;0;17619;0
01057013;Dannau;898994;788946;330908;291468;97497;110048;0;99081;0
01057015;Dersau;1388182;1166955;490945;307704;257630;221227;14251;3133;124482
01057016;Dobersdorf;1671045;1231904;773577;257988;38311;439141;0;163930;102221
01057017;Dörnick;229201;225673;153682;53520;7996;3528;0;1000;0
01057018;Fahren;148597;146097;83695;34716;21141;2500;0;0;0
01057020;Fiefbergen;684204;604643;412335;119364;25867;79561;31;13271;0
01057021;Giekau;1458132;1294003;546026;408504;119916;164129;0;18200;0
01057022;Grebin;1167528;1129444;657596;258444;121143;38084;0;7964;0
01057023;Großbarkau;528456;254502;137288;64488;42746;273954;3981;0;269973
01057024;Großharrie;677139;584829;355564;99408;67700;92310;0;92310;0
01057025;Heikendorf;11167229;10661240;5929452;2267232;545464;505989;0;144361;310000
01057026;Helmstorf;330940;330940;174886;114024;30458;0;0;0;0
01057027;Högsdorf;570014;459413;165625;181644;87246;110601;0;2000;0
01057028;Höhndorf;471507;437943;265051;117180;24235;33564;0;0;0
01057029;Hohenfelde;1642713;1428939;535187;450384;220772;213774;2823;200326;0
01057030;Hohwacht (Ostsee);1905465;1377679;919879;205812;51855;527786;28586;75200;0
01057031;Honigsee;536501;532936;359990;104316;30029;3565;0;0;0
01057032;Kalübbe;764548;593104;300893;231024;39852;171444;0;117379;0
01057033;Kirchbarkau;886587;876507;459362;206700;85734;10080;10080;0;0
01057034;Kirchnüchel;369051;167993;69554;87684;90;201058;0;0;0
01057035;Klamp;1532635;670235;279750;338412;4863;862400;0;0;860000
01057037;Klein Barkau;277062;277062;169022;61692;40401;0;0;0;0
01057038;Kletkamp;167735;167735;142729;9468;3365;0;0;0;0
01057039;Köhn;969149;880933;513006;248184;40818;88216;0;0;0
01057040;Krokau;454352;444809;275461;156348;1194;9543;0;0;0
01057041;Krummbek;483553;483553;289044;123780;58312;0;0;0;0
01057042;Kühren;822501;782486;425544;180696;149453;40015;0;35786;0
01057043;Laboe;6387956;5846635;3317428;1575168;465202;541321;0;34261;450000
01057044;Lammershagen;282604;281270;127408;105504;7053;1334;0;0;0
01057045;Lebrade;621777;620478;267898;228372;51857;1299;0;0;0
01057046;Lehmkuhlen;1765742;1705986;764051;505044;236196;59756;6302;45830;0
01057047;Löptin;305840;305840;192644;70488;30644;0;0;0;0
01057048;Lütjenburg;10434367;9410386;6965871;759813;318056;1023981;317944;424555;0
01057049;Lutterbek;459083;367838;248591;90816;3920;91245;0;1000;0
01057050;Martensrade;1471274;1067321;509413;367188;127055;403953;0;0;256726
01057051;Mönkeberg;4671740;4592436;2817499;1098356;127245;79304;0;77711;0
01057052;Mucheln;585488;578512;277077;214284;58168;6976;562;0;0
01057053;Nehmten;534473;423773;293747;31404;34072;110700;0;16065;0
01057054;Nettelsee;709570;474166;239691;134688;53325;235404;1188;2258;231147
01057055;Panker;1683622;1658859;724363;636660;123580;24763;1227;0;0
01057056;Passade;615441;350048;197488;131376;8398;265393;0;0;0
01057057;Plön;16811935;14966523;6086985;5475532;1019362;1845412;176349;141133;755643
01057058;Pohnsdorf;541193;515370;371019;97080;25470;25823;0;25823;0
01057059;Postfeld;582814;575187;323390;115596;95837;7627;0;687;0
01057060;Prasdorf;529594;508551;251163;169872;54739;21043;0;8679;0
01057062;Preetz;23776277;21392347;9582147;6360792;1577594;2383930;148998;279314;861961
01057063;Probsteierhagen;2734936;2404904;1265608;676272;82883;330032;0;38637;291000
01057065;Rantzau;337597;331223;158690;130920;24119;6374;0;0;0
01057066;Rastorf;887209;849796;484723;183012;130137;37413;748;22504;0
01057067;Rathjensdorf;643299;622389;267881;199176;59368;20910;0;2000;0
01057068;Rendswühren;910797;856372;438198;274968;64187;54425;1000;53425;0
01057069;Ruhwinkel;1021051;1014134;540159;324024;82767;6917;5667;1250;0
01057070;Schellhorn;1992910;1863185;932875;497952;242323;129725;13;126086;0
01057071;Schillsdorf;1263148;998710;573074;272220;69853;264438;6600;237838;0
01057072;Schlesen;671719;642077;327026;162252;56441;29642;0;1598;0
01057073;Schönberg (Holstein);9733229;7981542;4705387;2340936;296456;1751687;138062;85523;1044000
01057074;Schönkirchen;26946659;26683028;23532921;299916;251531;263631;0;246398;0
01057076;Schwartbuck;952257;936691;422480;329796;126157;15566;0;0;0
01057077;Selent;1849162;1836728;793874;686496;66118;12434;0;5832;0
01057078;Stakendorf;529184;484741;303618;77520;36912;44443;0;0;0
01057079;Stein;1467175;1169371;716365;123552;116636;297804;0;500;0
01057080;Stolpe;1393531;1333670;734397;445968;78290;59861;10811;9050;40000
01057081;Stoltenberg;405260;304188;192166;78180;547;101072;0;0;0
01057082;Tröndel;1203986;386602;202014;129384;32306;817384;0;0;765000
01057083;Tasdorf;364128;360883;246926;67344;32506;3245;0;3245;0
01057084;Wahlstorf;595505;553045;307114;135336;79967;42460;1666;38060;0
01057085;Wankendorf;3744876;3224375;1552473;1125060;174278;520501;40242;312851;95000
01057086;Warnau;450437;443877;233890;96756;74301;6560;0;269;0
01057087;Wendtorf;1725148;1542998;761278;266820;108064;182150;0;35000;0
01057088;Wisch;979159;970101;535789;227664;3536;9058;0;9058;0
01057089;Wittmoldt;307521;163964;119288;34056;4840;143557;0;21250;100000
01057090;Fargau-Pratjau;724963;720204;438469;245448;85;4759;0;0;0
01057091;Schwentinental;23858966;19701914;12637501;1695648;2668687;4157052;54473;447282;2886000
01058001;Achterwehr;1136895;1132115;704570;196440;93752;4780;0;4750;0
01058003;Alt Duvenstedt;2427187;2218428;1058117;760872;99597;208759;0;132986;75273
01058004;Altenhof;378761;373773;199798;64488;64856;4988;0;0;0
01058005;Altenholz;16642697;16235963;8110715;2062576;2855107;406734;58607;179886;0
01058007;Arpsdorf;231530;250560;112982;114660;4311;-19030;0;0;0
01058008;Ascheffel;1531453;1156195;570082;364349;134860;375258;2283;36249;228600
01058009;Aukrug;5505113;4387248;2229344;1263192;251093;1117865;0;34650;623100
01058010;Bargstall;146437;146437;86846;52452;50;0;0;0;0
01058011;Bargstedt;1223052;943415;404434;191928;179661;279637;0;204874;0
01058012;Barkelsby;2494938;2001453;799433;450576;321094;493485;39128;305351;0
01058013;Beldorf;319617;322777;190695;60204;44448;-3160;0;0;0
01058014;Bendorf;516919;513046;221977;174408;86178;3873;0;-437;0
01058015;Beringstedt;1240542;814065;378024;245760;89364;426477;2912;0;150000
01058016;Bissee;444422;190795;124999;32688;0;253627;0;60000;150000
01058018;Blumenthal;1156128;843507;452412;163332;131793;312621;0;0;292100
01058019;Böhnhusen;548514;351865;189110;94464;55165;196649;0;71649;125000
01058021;Bokel;862006;860756;281338;284508;152734;1250;0;1250;0
01058022;Bordesholm;12860836;9727253;6203038;1576404;528584;3133583;1548;144713;2095000
01058023;Borgdorf-Seedorf;538310;486655;228831;142068;88209;51655;0;0;0
01058024;Borgstedt;2574909;1882441;1246600;252812;179259;692468;317532;50308;0
01058025;Bornholt;155135;154276;60267;88140;0;859;0;0;0
01058026;Bovenau;1496621;1436536;1102096;87821;144559;60085;0;8085;0
01058027;Brammer;478226;478226;259387;84888;89115;0;0;0;0
01058028;Bredenbek;2899824;1548145;958143;363888;82713;1351679;290214;451950;0
01058029;Breiholz;1582830;1438380;783708;456552;77280;144450;0;6369;138081
01058030;Brekendorf;1239108;1206067;527685;397714;159833;33041;5258;0;0
01058031;Brinjahe;116924;116924;68463;35806;0;0;0;0;0
01058032;Brodersby;1121137;1051583;538062;222000;221986;69554;0;4050;2000
01058033;Brügge;1594693;1374036;620608;327552;111110;220657;0;29657;120000
01058034;Büdelsdorf;17174749;16494763;12706595;491388;606822;679986;222357;31052;0
01058035;Bünsdorf;801396;740280;463224;141004;84564;61116;0;3405;43000
01058036;Christiansholm;237024;237024;96930;104340;304;0;0;0;0
01058037;Dänischenhagen;5679011;5635688;3531772;958122;863747;43323;3314;31000;0
01058038;Dätgen;1204297;901738;472965;131184;194096;302559;126511;0;0
01058039;Damendorf;633801;473203;266115;133353;36717;160598;0;11210;91000
01058040;Damp;19345227;3649937;2231827;47184;395120;15695290;0;0;11550000
01058042;Dörphof;669987;669987;305243;320940;0;0;0;0;0
01058043;Eckernförde;36796669;35730837;15188810;8535144;4532113;1065832;46035;59261;0
01058044;Ehndorf;781862;652156;423594;139872;61626;129706;0;0;0
01058045;Eisendorf;397242;292035;206612;14784;50285;105207;0;0;0
01058046;Ellerdorf;555443;538792;286911;174768;41527;16651;12438;4213;0
01058047;Elsdorf-Westermühlen;2048663;1740413;795217;687720;81630;308250;0;51891;252184
01058048;Embühren;230620;230620;101818;115477;0;0;0;0;0
01058049;Emkendorf;2163882;1999491;924287;471036;223619;164391;22122;18150;80000
01058050;Felde;4612744;2947156;1587923;695064;381378;1665588;383;840855;816000
01058051;Felm;1744543;1461891;768299;289032;220067;282652;0;0;0
01058052;Fleckeby;2391980;2223721;1405061;418464;66992;168259;0;8000;0
01058053;Flintbek;12704235;11803666;5585089;1943400;1333039;900569;0;156574;736000
01058054;Fockbek;11871681;10394787;4674611;2629290;588332;1476894;65276;78719;1184000
01058055;Friedrichsgraben;53003;53003;21832;28500;0;0;0;0;0
01058056;Friedrichsholm;404291;404291;140289;186132;18978;0;0;0;0
01058057;Gammelby;855394;625047;274148;199080;63967;230347;0;0;0
01058058;Gettorf;11454917;10687984;5443525;1755944;1529191;766933;0;357971;0
01058059;Gnutz;1698777;1606933;685445;415836;282134;91844;0;72806;0
01058061;Gokels;650858;644287;238987;272112;45527;6571;0;7929;0
01058062;Grauel;295109;278637;187721;49632;16071;16472;0;0;0
01058063;Grevenkrug;404501;282668;150300;66372;40607;121833;0;26333;0
01058064;Groß Buchwald;563630;453880;246498;93888;55429;109750;0;79750;0
01058065;Groß Vollstedt;1225621;1190486;513562;345924;86508;35135;0;31261;0
01058066;Groß Wittensee;1865065;1723128;757017;350381;337991;141937;0;16637;0
