GENESIS-Tabelle: 13111-02-02-5-B
Sozialversicherungspflichtig Beschäftigte am Wohnort;;;;;;;
nach Geschlecht und Nationalität - Stichtag 30.06. -;;;;;;;
regionale Ebenen;;;;;;;
Sozialversicherungspflichtig Beschäftigte;;;;;;;
Sozialversicherungspfl. Beschäftigte (Wohnort) (Anzahl);;;;;;;
30.06.2015;;;;;;;
;;Nationalität;Nationalität;Nationalität;Nationalität;Nationalität;Nationalität
;;Insgesamt;Insgesamt;Insgesamt;Ausländer(innen);Ausländer(innen);Ausländer(innen)
;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
;;Insgesamt;männlich;weiblich;Insgesamt;männlich;weiblich
09576111;Abenberg, St;2277;1213;1064;109;67;42
09576113;Allersberg, M;3370;1814;1556;219;128;91
09576117;Büchenbach;2149;1120;1029;68;44;24
09576121;Georgensgmünd;2673;1466;1207;108;67;41
09576122;Greding, St;2949;1685;1264;142;96;46
09576126;Heideck, St;1903;1041;862;55;45;10
09576127;Hilpoltstein, St;5680;3075;2605;227;142;85
09576128;Kammerstein;1139;600;539;48;27;21
09576132;Schwanstetten, M;2775;1411;1364;123;74;49
09576137;Rednitzhembach;2794;1466;1328;100;52;48
09576141;Röttenbach;1250;692;558;101;74;27
09576142;Rohr;1472;811;661;53;36;17
09576143;Roth, St;10221;5399;4822;823;545;278
09576147;Spalt, St;2087;1137;950;61;42;19
09576148;Thalmässing, M;2013;1135;878;49;30;19
09576151;Wendelstein, M;5999;3112;2887;304;174;130
09576444;Gem.fr. Geb. Roth;-;-;-;-;-;-
09577111;Absberg, M;619;313;306;24;12;12
09577113;Alesheim;353;197;156;9;.;.
09577114;Muhr a.See;879;451;428;37;24;13
09577115;Bergen;457;254;203;.;4;.
09577120;Burgsalach;510;297;213;7;3;4
09577122;Dittenheim;706;393;313;14;8;6
09577125;Ellingen, St;1443;784;659;83;63;20
09577127;Ettenstatt;341;198;143;.;.;.
09577133;Gnotzheim, M;344;184;160;.;.;.
09577136;Gunzenhausen, St;6346;3415;2931;561;357;204
09577138;Haundorf;1109;617;492;20;12;8
09577140;Heidenheim, M;942;522;420;30;22;8
09577141;Höttingen;476;259;217;15;10;5
09577148;Langenaltheim;927;527;400;53;36;17
09577149;Markt Berolzheim, M;490;263;227;11;6;5
09577150;Meinheim;319;188;131;10;.;.
09577151;Nennslingen, M;559;301;258;9;5;4
09577158;Pappenheim, St;1674;951;723;154;108;46
09577159;Pfofeld;649;347;302;9;5;4
09577161;Pleinfeld, M;3030;1648;1382;148;78;70
09577162;Polsingen;761;431;330;18;12;6
09577163;Raitenbuch;545;325;220;11;8;3
09577168;Solnhofen;638;387;251;85;66;19
09577172;Theilenhofen;486;257;229;5;5;-
09577173;Treuchtlingen, St;4886;2777;2109;464;340;124
09577177;Weißenburg i.Bay., GKSt;7139;3807;3332;846;550;296
09577179;Westheim;467;269;198;8;.;.
09661000;Aschaffenburg;26461;14280;12181;3365;2047;1318
09662000;Schweinfurt;19025;10763;8262;2214;1544;670
09663000;Würzburg;47074;23691;23383;4456;2553;1903
09671111;Alzenau, St;7512;4262;3250;766;556;210
09671112;Bessenbach;2342;1297;1045;120;86;34
09671113;Blankenbach;637;343;294;35;21;14
09671114;Karlstein a.Main;3253;1784;1469;260;174;86
09671119;Geiselbach;835;479;356;21;15;6
09671120;Glattbach;1213;641;572;67;37;30
09671121;Goldbach, M;3913;2126;1787;330;193;137
09671122;Großostheim, M;6691;3745;2946;645;403;242
09671124;Haibach;3227;1680;1547;169;99;70
09671126;Heigenbrücken;825;502;323;34;20;14
09671127;Heimbuchenthal;838;460;378;29;17;12
09671128;Heinrichsthal;349;195;154;5;.;.
09671130;Hösbach, M;5178;2818;2360;253;158;95
09671133;Johannesberg;1414;756;658;52;32;20
09671134;Kahl a.Main;2842;1532;1310;261;153;108
09671135;Kleinkahl;757;427;330;17;11;6
09671136;Kleinostheim;3204;1750;1454;269;162;107
09671138;Krombach;893;488;405;42;24;18
09671139;Laufach;2047;1141;906;200;131;69
09671140;Mainaschaff;3501;1933;1568;308;179;129
09671141;Mespelbrunn;836;472;364;47;30;17
09671143;Mömbris, M;4828;2660;2168;188;122;66
09671148;Rothenbuch;752;429;323;23;13;10
09671150;Sailauf;1469;797;672;44;26;18
09671152;Schöllkrippen, M;1631;886;745;117;78;39
09671153;Sommerkahl;473;249;224;13;.;.
09671155;Stockstadt a.Main, M;3132;1792;1340;446;312;134
09671156;Waldaschaff;1644;918;726;158;107;51
09671157;Weibersbrunn;877;502;375;68;37;31
09671159;Westerngrund;781;448;333;28;23;5
09671160;Dammbach;750;437;313;25;19;6
09671162;Wiesen;428;227;201;9;5;4
09671444;Gem.fr. Geb. Aschaffenburg;-;-;-;-;-;-
09672111;Aura a.d.Saale;342;195;147;4;.;.
09672112;Bad Bocklet, M;1761;933;828;56;34;22
09672113;Bad Brückenau, St;2196;1181;1015;137;83;54
09672114;Bad Kissingen, GKSt;7290;3630;3660;467;273;194
09672117;Burkardroth, M;3126;1721;1405;41;28;13
09672121;Elfershausen, M;1157;646;511;12;3;9
09672122;Euerdorf, M;559;303;256;10;3;7
09672124;Fuchsstadt;754;400;354;12;7;5
09672126;Geroda, M;316;180;136;3;.;.
09672127;Hammelburg, St;4090;2209;1881;112;68;44
09672131;Maßbach, M;1838;1041;797;34;20;14
09672134;Motten;762;413;349;25;18;7
09672135;Münnerstadt, St;2991;1691;1300;60;33;27
09672136;Nüdlingen;1749;937;812;40;31;9
09672138;Oberleichtersbach;869;454;415;23;20;3
09672139;Oberthulba, M;2036;1154;882;28;22;6
09672140;Oerlenbach;2095;1170;925;48;29;19
09672142;Ramsthal;450;252;198;4;4;-
09672143;Rannungen;462;263;199;-;-;-
09672145;Riedenberg;414;222;192;4;4;-
09672149;Schondra, M;685;388;297;4;.;.
09672155;Sulzthal, M;351;202;149;4;.;.
09672157;Thundorf i.UFr.;485;273;212;5;.;.
09672161;Wartmannsroth;838;461;377;14;6;8
09672163;Wildflecken, M;1150;670;480;40;30;10
09672166;Zeitlofs, M;825;435;390;24;20;4
09672444;Gem.fr. Geb. Bad Kissingen;-;-;-;-;-;-
09673113;Aubstadt;326;189;137;3;.;.
09673114;Bad Neustadt a.d.Saale, St;6036;3172;2864;392;222;170
09673116;Bastheim;833;478;355;25;20;5
09673117;Bischofsheim a.d.Rhön, St;1908;1040;868;24;15;9
09673123;Fladungen, St;898;486;412;14;8;6
09673126;Großbardorf;394;231;163;-;-;-
09673127;Großeibstadt;491;283;208;4;.;.
09673129;Hausen;278;170;108;5;.;.
09673130;Hendungen;386;214;172;-;-;-
09673131;Herbstadt;227;132;95;.;.;.
09673133;Heustreu;532;289;243;12;9;3
09673134;Höchheim;425;244;181;3;.;.
09673135;Hohenroth;1474;801;673;21;10;11
09673136;Hollstadt;670;360;310;12;6;6
09673141;Bad Königshofen i.Grabfeld, St;2098;1146;952;56;37;19
09673142;Mellrichstadt, St;2072;1103;969;32;18;14
09673146;Niederlauer;735;390;345;12;7;5
09673147;Nordheim v.d.Rhön;447;251;196;9;5;4
09673149;Oberelsbach, M;1145;626;519;8;4;4
09673151;Oberstreu;613;343;270;.;.;-
09673153;Ostheim v.d.Rhön, St;1206;652;554;20;17;3
09673156;Rödelmaier;425;228;197;6;3;3
09673160;Saal a.d.Saale, M;595;321;274;5;.;.
09673161;Salz;931;486;445;24;12;12
09673162;Sandberg;1040;600;440;10;7;3
09673163;Schönau a.d.Brend;492;259;233;3;.;.
09673167;Sondheim v.d.Rhön;383;201;182;.;.;-
09673170;Stockheim;412;209;203;7;.;.
09673171;Strahlungen;421;231;190;4;4;-
09673172;Sulzdorf a.d.Lederhecke;409;239;170;3;.;.
09673173;Sulzfeld;659;386;273;11;5;6
09673174;Trappstadt, M;403;231;172;-;-;-
09673175;Unsleben;370;200;170;7;.;.
09673182;Willmars;184;97;87;.;.;-
09673183;Wollbach;554;305;249;5;.;.
09673184;Wülfershausen a.d.Saale;642;366;276;4;.;.
09673186;Burglauer;734;405;329;10;6;4
09673444;Gem.fr. Geb. Rhön-Grabfeld;-;-;-;-;-;-
09674111;Aidhausen;719;424;295;7;.;.
09674118;Breitbrunn;451;261;190;7;.;.
09674120;Bundorf;341;196;145;4;4;-
09674121;Burgpreppach, M;577;337;240;6;.;.
09674129;Ebelsbach;1573;916;657;31;23;8
09674130;Ebern, St;2973;1652;1321;65;37;28
09674133;Eltmann, St;2212;1238;974;72;52;20
09674139;Gädheim;545;305;240;12;.;.
09674147;Haßfurt, St;5353;2976;2377;227;152;75
09674149;Hofheim i.UFr., St;1992;1114;878;38;22;16
09674153;Riedbach;742;451;291;9;.;.
09674159;Oberaurach;1666;973;693;23;14;9
09674160;Kirchlauter;534;329;205;10;6;4
09674163;Knetzgau;2656;1561;1095;79;63;16
09674164;Königsberg i.Bay., St;1457;839;618;24;9;15
09674171;Maroldsweisach, M;1366;739;627;16;7;9
09674180;Theres;1111;618;493;15;11;4
09674184;Pfarrweisach;631;359;272;7;.;.
09674187;Rauhenebrach;1212;722;490;21;14;7
09674190;Rentweinsdorf, M;665;369;296;9;4;5
09674195;Sand a.Main;1340;756;584;35;23;12
09674201;Stettfeld;498;292;206;.;.;.
09674210;Untermerzbach;660;344;316;6;.;.
09674219;Wonfurt;822;466;356;27;17;10
09674221;Zeil a.Main, St;2155;1174;981;74;47;27
09674223;Ermershausen;240;139;101;.;.;.
09675111;Abtswind, M;384;210;174;8;5;3
09675112;Albertshofen;1063;596;467;154;108;46
09675113;Biebelried;536;293;243;32;23;9
09675114;Buchbrunn;512;274;238;25;19;6
09675116;Castell;294;171;123;.;5;.
09675117;Dettelbach, St;2868;1543;1325;138;88;50
09675127;Geiselwind, M;1076;612;464;147;91;56
09675131;Großlangheim, M;747;408;339;13;10;3
09675139;Iphofen, St;1862;1024;838;53;33;20
09675141;Kitzingen, GKSt;8073;4351;3722;1085;687;398
09675142;Kleinlangheim, M;671;378;293;23;15;8
09675144;Mainbernheim, St;923;505;418;40;25;15
09675146;Mainstockheim;801;427;374;51;33;18
09675147;Marktbreit, St;1194;636;558;80;58;22
09675148;Markt Einersheim, M;525;282;243;8;.;.
09675149;Marktsteft, St;740;407;333;25;13;12
09675150;Martinsheim;398;223;175;.;-;.
09675155;Nordheim a.Main;354;200;154;13;9;4
09675156;Obernbreit, M;647;344;303;11;8;3
09675158;Prichsenstadt, St;1369;766;603;62;33;29
09675161;Rödelsee;773;400;373;28;17;11
09675162;Rüdenhausen, M;366;198;168;14;11;3
09675165;Schwarzach a.Main, M;1474;805;669;48;28;20
09675166;Segnitz;323;184;139;32;26;6
09675167;Seinsheim, M;418;237;181;10;7;3
09675169;Sommerach;512;278;234;11;7;4
09675170;Sulzfeld a.Main;565;299;266;22;11;11
09675174;Volkach, St;3306;1775;1531;134;81;53
09675177;Wiesenbronn;474;255;219;21;14;7
09675178;Wiesentheid, M;1973;1074;899;95;62;33
09675179;Willanzheim, M;681;398;283;11;.;.
09676111;Altenbuch;550;310;240;7;4;3
09676112;Amorbach, St;1416;814;602;114;79;35
09676116;Bürgstadt, M;1723;973;750;123;78;45
09676117;Collenberg;946;568;378;86;63;23
09676118;Dorfprozelten;765;443;322;41;31;10
09676119;Eichenbühl;1033;582;451;44;30;14
09676121;Elsenfeld, M;3475;1968;1507;474;333;141
09676122;Erlenbach a.Main, St;3766;2185;1581;578;401;177
09676123;Eschau, M;1536;890;646;72;47;25
09676124;Faulbach;1174;673;501;58;41;17
09676125;Großheubach, M;1989;1100;889;125;80;45
09676126;Großwallstadt;1768;948;820;123;62;61
09676128;Hausen;782;460;322;20;11;9
09676131;Kirchzell, M;910;549;361;36;30;6
09676132;Kleinheubach, M;1547;892;655;214;144;70
09676133;Kleinwallstadt, M;2333;1290;1043;191;127;64
09676134;Klingenberg a.Main, St;2409;1367;1042;341;240;101
09676135;Laudenbach;570;315;255;38;23;15
09676136;Leidersbach;1915;1068;847;80;52;28
09676139;Miltenberg, St;3364;1901;1463;429;309;120
09676140;Mömlingen;2018;1141;877;110;65;45
09676141;Mönchberg, M;1023;561;462;47;29;18
09676143;Neunkirchen;656;375;281;19;9;10
09676144;Niedernberg;2189;1157;1032;103;59;44
09676145;Obernburg a.Main, St;3344;1841;1503;278;190;88
09676151;Röllbach;723;427;296;51;33;18
09676153;Rüdenau;301;172;129;18;14;4
09676156;Schneeberg, M;766;442;324;29;22;7
09676158;Stadtprozelten, St;631;379;252;78;60;18
09676160;Sulzbach a.Main, M;3029;1628;1401;202;125;77
09676165;Weilbach, M;879;506;373;43;25;18
09676169;Wörth a.Main, St;1783;1019;764;220;157;63
09676444;Gem.fr. Geb. Miltenberg;-;-;-;-;-;-
09677114;Arnstein, St;3420;1950;1470;111;70;41
09677116;Aura i.Sinngrund;424;229;195;16;9;7
09677119;Birkenfeld;979;535;444;12;9;3
09677120;Bischbrunn;849;483;366;21;14;7
09677122;Burgsinn, M;989;545;444;35;15;20
09677125;Erlenbach b.Marktheidenfeld;1113;606;507;21;12;9
09677126;Esselbach;871;475;396;70;32;38
09677127;Eußenheim;1342;770;572;32;26;6
09677128;Fellen;339;191;148;8;.;.
09677129;Frammersbach, M;1899;1071;828;76;49;27
09677131;Gemünden a.Main, St;3926;2197;1729;198;124;74
09677132;Gössenheim;502;284;218;7;.;.
09677133;Gräfendorf;539;317;222;3;.;.
09677135;Hafenlohr;779;431;348;26;11;15
09677137;Hasloch;544;311;233;55;42;13
09677142;Himmelstadt;680;367;313;13;10;3
09677146;Karbach, M;653;361;292;16;7;9
09677148;Karlstadt, St;5915;3242;2673;359;221;138
09677149;Karsbach;772;434;338;14;11;3
09677151;Kreuzwertheim, M;1610;884;726;149;105;44
09677154;Triefenstein, M;1946;1053;893;59;38;21
09677155;Lohr a.Main, St;6258;3440;2818;581;355;226
09677157;Marktheidenfeld, St;4627;2483;2144;465;259;206
09677159;Mittelsinn;349;208;141;12;8;4
09677164;Neuendorf;348;199;149;7;.;.
09677165;Neuhütten;498;283;215;8;4;4
09677166;Neustadt a.Main;478;249;229;12;4;8
09677169;Obersinn, M;386;223;163;3;3;-
09677170;Partenstein;1217;669;548;42;21;21
09677172;Rechtenbach;406;243;163;17;8;9
09677175;Retzstadt;694;394;300;11;6;5
09677177;Rieneck, St;758;423;335;28;19;9
09677178;Roden;448;253;195;15;8;7
09677181;Rothenfels, St;392;228;164;21;18;3
09677182;Schollbrunn;382;212;170;21;16;5
09677186;Steinfeld;989;576;413;12;4;8
09677189;Thüngen, M;514;296;218;21;10;11
09677193;Urspringen;650;351;299;11;6;5
09677200;Wiesthal;539;314;225;11;4;7
09677203;Zellingen, M;2514;1357;1157;104;64;40
09677444;Gem.fr. Geb. Main-Spessart;-;-;-;-;-;-
09678115;Bergrheinfeld;2248;1230;1018;75;52;23
09678122;Dingolshausen;526;314;212;8;.;.
09678123;Dittelbrunn;2580;1408;1172;64;42;22
09678124;Donnersdorf;902;526;376;64;54;10
09678128;Euerbach;1298;710;588;27;19;8
09678130;Frankenwinheim;391;216;175;14;9;5
09678132;Geldersheim;1195;639;556;37;28;9
09678134;Gerolzhofen, St;2689;1453;1236;102;62;40
09678135;Gochsheim;2565;1412;1153;174;111;63
09678136;Grafenrheinfeld;1487;802;685;57;29;28
09678138;Grettstadt;1756;986;770;55;35;20
09678150;Kolitzheim;2364;1308;1056;69;45;24
09678153;Lülsfeld;315;188;127;.;.;.
09678157;Michelau i.Steigerwald;450;260;190;31;22;9
09678160;Niederwerrn;3114;1725;1389;135;91;44
09678164;Oberschwarzach, M;555;309;246;20;15;5
09678168;Poppenhausen;1755;988;767;35;21;14
09678170;Röthlein;2018;1128;890;85;66;19
09678174;Schonungen;3135;1738;1397;94;59;35
09678175;Schwanfeld;782;415;367;19;11;8
09678176;Schwebheim;1701;895;806;70;43;27
09678178;Sennfeld;1824;1013;811;157;103;54
09678181;Stadtlauringen, M;1539;894;645;37;23;14
09678183;Sulzheim;956;591;365;89;69;20
09678186;Üchtelhausen;1594;919;675;25;13;12
09678190;Waigolshausen;1155;629;526;30;20;10
09678192;Wasserlosen;1469;852;617;16;9;7
09678193;Werneck, M;4327;2394;1933;107;68;39
09678196;Wipfeld;448;256;192;.;.;4
09678444;Gem.fr. Geb. Schweinfurt;-;-;-;-;-;-
09679114;Aub, St;567;296;271;41;32;9
09679117;Bergtheim;1653;882;771;143;98;45
09679118;Bieberehren;387;225;162;4;.;.
09679122;Bütthard, M;510;283;227;34;27;7
09679124;Eibelstadt, St;922;456;466;42;28;14
09679126;Eisingen;1412;708;704;49;26;23
09679128;Erlabrunn;689;345;344;19;11;8
09679130;Estenfeld;1890;996;894;65;43;22
09679131;Frickenhausen a.Main, M;412;216;196;15;11;4
09679134;Gaukönigshofen;1057;578;479;16;10;6
09679135;Gelchsheim, M;357;203;154;18;11;7
09679136;Gerbrunn;2288;1184;1104;163;100;63
09679137;Geroldshausen;537;293;244;24;14;10
09679138;Giebelstadt, M;2241;1231;1010;175;130;45
09679141;Greußenheim;745;382;363;26;18;8
09679142;Güntersleben;1864;958;906;59;40;19
09679143;Hausen b.Würzburg;1072;561;511;24;14;10
09679144;Helmstadt, M;1180;637;543;22;10;12
09679146;Hettstadt;1560;804;756;68;38;30
09679147;Höchberg, M;3196;1513;1683;187;99;88
09679149;Holzkirchen;399;212;187;7;.;.
09679153;Kirchheim;898;493;405;59;47;12
09679154;Kist;1076;536;540;44;22;22
09679155;Kleinrinderfeld;904;477;427;32;20;12
09679156;Kürnach;1874;938;936;43;23;20
09679161;Margetshöchheim;1080;525;555;35;18;17
09679164;Neubrunn, M;893;497;396;28;13;15
09679165;Altertheim;865;467;398;12;8;4
09679167;Eisenheim, M;528;272;256;16;13;3
09679169;Oberpleichfeld;478;280;198;14;6;8
09679170;Ochsenfurt, St;4514;2445;2069;368;259;109
09679174;Prosselsheim;494;267;227;8;.;.
09679175;Randersacker, M;1253;626;627;40;23;17
09679176;Reichenberg, M;1541;796;745;47;26;21
09679177;Remlingen, M;589;328;261;32;22;10
09679179;Riedenheim;317;182;135;3;3;-
09679180;Rimpar, M;3142;1642;1500;131;76;55
09679182;Röttingen, St;675;373;302;26;21;5
09679185;Rottendorf;2105;1060;1045;95;54;41
09679187;Sommerhausen, M;608;306;302;8;.;.
09679188;Sonderhofen;325;188;137;7;.;.
09679192;Tauberrettersheim;351;217;134;20;.;.
09679193;Theilheim;994;514;480;24;16;8
09679194;Thüngersheim;1025;562;463;23;11;12
09679196;Uettingen;808;433;375;44;29;15
09679200;Leinach;1281;684;597;30;22;8
09679201;Unterpleichfeld;1253;671;582;103;83;20
09679202;Veitshöchheim;3467;1770;1697;208;124;84
09679204;Waldbrunn;1082;569;513;33;18;15
09679205;Waldbüttelbrunn;1950;1031;919;93;56;37
09679206;Winterhausen, M;491;267;224;14;10;4
09679209;Zell a.Main, M;1677;865;812;146;83;63
09679444;Gem.fr. Geb. Würzburg;-;-;-;-;-;-
09761000;Augsburg;108181;58624;49557;20795;12672;8123
09762000;Kaufbeuren;16297;8814;7483;1962;1273;689
09763000;Kempten (Allgäu);25637;13769;11868;3669;2255;1414
09764000;Memmingen;17029;9469;7560;2827;1845;982
09771111;Adelzhausen;746;413;333;19;9;10
09771112;Affing;2255;1238;1017;115;86;29
09771113;Aichach, St;8241;4419;3822;735;485;250
09771114;Aindling, M;1830;1057;773;86;58;28
09771122;Dasing;2332;1279;1053;193;130;63
09771129;Eurasburg;702;366;336;32;22;10
09771130;Friedberg, St;10638;5652;4986;708;454;254
09771140;Hollenbach;1090;624;466;99;67;32
09771141;Inchenhofen, M;1115;656;459;141;106;35
09771142;Kissing;4531;2424;2107;311;193;118
09771144;Kühbach, M;1671;951;720;67;52;15
09771145;Merching;1303;695;608;73;35;38
09771146;Mering, M;5462;2927;2535;454;280;174
09771149;Obergriesbach;778;423;355;19;10;9
09771155;Petersdorf;691;396;295;26;19;7
09771156;Pöttmes, M;2742;1579;1163;207;132;75
09771158;Rehling;1015;563;452;37;29;8
09771160;Ried;1224;667;557;42;25;17
09771162;Schiltberg;800;459;341;19;12;7
09771163;Schmiechen;498;275;223;8;4;4
09771165;Sielenbach;708;400;308;19;12;7
09771168;Steindorf;377;211;166;19;14;5
09771169;Todtenweis;637;346;291;35;25;10
09771176;Baar (Schwaben);485;272;213;28;21;7
09772111;Adelsried;931;495;436;31;27;4
09772114;Allmannshofen;359;216;143;21;16;5
09772115;Altenmünster;1633;916;717;45;31;14
09772117;Aystetten;1024;530;494;75;42;33
09772121;Biberbach, M;1438;798;640;58;37;21
09772125;Bobingen, St;6507;3563;2944;943;603;340
09772126;Bonstetten;498;274;224;21;14;7
09772130;Diedorf, M;3762;1928;1834;207;115;92
09772131;Dinkelscherben, M;2492;1399;1093;82;49;33
09772134;Ehingen;421;243;178;4;.;.
09772136;Ellgau;439;257;182;11;7;4
09772137;Emersacker;612;349;263;18;8;10
09772141;Fischach, M;1906;1052;854;100;64;36
09772145;Gablingen;1795;961;834;67;41;26
09772147;Gersthofen, St;8847;4793;4054;1177;761;416
09772148;Gessertshausen;1518;844;674;51;32;19
09772149;Graben;1626;858;768;92;53;39
09772151;Großaitingen;2001;1071;930;80;53;27
09772156;Heretsried;392;214;178;8;.;.
09772157;Hiltenfingen;611;346;265;39;24;15
09772159;Horgau;962;536;426;23;15;8
09772160;Kleinaitingen;520;275;245;25;16;9
09772162;Klosterlechfeld;1191;630;561;64;32;32
09772163;Königsbrunn, St;10978;5932;5046;1032;630;402
09772166;Kühlenthal;340;194;146;3;.;.
09772167;Kutzenhausen;962;527;435;26;17;9
09772168;Langenneufnach;710;412;298;41;23;18
09772170;Langerringen;1458;799;659;55;38;17
09772171;Langweid a.Lech;3247;1845;1402;456;318;138
09772177;Meitingen, M;4739;2604;2135;352;230;122
09772178;Mickhausen;561;320;241;23;13;10
09772179;Mittelneufnach;428;261;167;29;26;3
09772184;Neusäß, St;7530;3890;3640;718;447;271
09772185;Nordendorf;993;559;434;53;39;14
09772186;Oberottmarshausen;669;337;332;17;9;8
09772197;Scherstetten;436;246;190;21;17;4
09772200;Schwabmünchen, St;5492;2887;2605;441;274;167
09772202;Stadtbergen, St;5242;2709;2533;586;350;236
09772207;Thierhaupten, M;1660;965;695;57;35;22
09772209;Untermeitingen;2724;1402;1322;166;110;56
09772211;Ustersbach;435;246;189;17;13;4
09772214;Walkertshofen;525;310;215;46;36;10
09772215;Wehringen;1258;677;581;41;22;19
09772216;Welden, M;1470;781;689;75;45;30
09772217;Westendorf;669;374;295;25;11;14
09772223;Zusmarshausen, M;2538;1413;1125;116;71;45
09772444;Gem.fr. Geb. Augsburg;-;-;-;-;-;-
09773111;Aislingen, M;561;327;234;19;15;4
09773112;Bachhagel;1014;572;442;38;30;8
09773113;Bächingen a.d.Brenz;597;336;261;29;22;7
09773116;Binswangen;572;337;235;14;11;3
09773117;Bissingen, M;1488;876;612;66;45;21
09773119;Blindheim;741;419;322;23;14;9
09773122;Buttenwiesen;2502;1427;1075;117;81;36
09773125;Dillingen a.d.Donau, GKSt;7757;4209;3548;558;353;205
09773133;Glött;422;239;183;7;.;.
09773136;Gundelfingen a.d.Donau, St;3247;1795;1452;452;288;164
09773137;Haunsheim;664;351;313;32;21;11
09773139;Höchstädt a.d.Donau, St;2741;1533;1208;221;164;57
09773140;Holzheim;1469;846;623;41;27;14
09773143;Laugna;674;404;270;32;.;.
09773144;Lauingen (Donau), St;4356;2360;1996;620;403;217
09773146;Lutzingen;414;239;175;10;.;.
09773147;Mödingen;539;284;255;10;6;4
09773150;Finningen;769;431;338;15;10;5
09773153;Medlingen;417;232;185;30;19;11
09773164;Schwenningen;643;390;253;10;6;4
09773170;Syrgenstein;1560;863;697;40;28;12
09773179;Villenbach;530;307;223;29;25;4
09773182;Wertingen, St;3672;2044;1628;296;208;88
09773183;Wittislingen, M;861;476;385;29;17;12
09773186;Ziertheim;371;209;162;5;5;-
09773187;Zöschingen;299;167;132;5;.;.
09773188;Zusamaltheim;550;303;247;19;.;.
09774111;Aletshausen;466;279;187;18;13;5
09774115;Balzhausen;589;331;258;36;27;9
09774116;Ursberg;1250;701;549;30;16;14
09774117;Breitenthal;521;278;243;17;13;4
09774118;Bubesheim;616;339;277;46;31;15
09774119;Bibertal;2105;1206;899;144;100;44
09774121;Burgau, St;4109;2237;1872;550;360;190
09774122;Burtenbach, M;1509;825;684;162;121;41
09774124;Deisenhausen;656;367;289;15;12;3
09774127;Dürrlauingen;672;381;291;25;16;9
09774129;Ebershausen;272;166;106;.;.;-
09774133;Ellzee;548;321;227;22;19;3
09774135;Günzburg, GKSt;8214;4431;3783;1286;809;477
09774136;Gundremmingen;651;421;230;49;38;11
09774140;Haldenwang;800;455;345;40;26;14
09774143;Ichenhausen, St;3637;2029;1608;656;409;247
09774144;Jettingen-Scheppach, M;2751;1506;1245;268;161;107
09774145;Kammeltal;1376;767;609;52;31;21
09774148;Kötz;1379;785;594;113;85;28
09774150;Krumbach (Schwaben), St;5083;2754;2329;731;488;243
09774151;Landensberg;344;202;142;50;42;8
09774155;Leipheim, St;2848;1598;1250;505;344;161
09774160;Münsterhausen, M;881;500;381;60;46;14
09774162;Neuburg a.d.Kammel, M;1364;759;605;95;83;12
09774166;Aichen;473;270;203;.;-;.
09774171;Offingen, M;1849;1031;818;169;108;61
09774174;Rettenbach;732;389;343;42;23;19
09774178;Röfingen;474;273;201;32;20;12
09774185;Thannhausen, St;2533;1363;1170;407;264;143
09774189;Wiesenbach;434;250;184;10;7;3
09774191;Waldstetten, M;567;319;248;29;21;8
09774192;Waltenhausen;299;175;124;4;.;.
09774196;Winterbach;331;183;148;3;3;-
09774198;Ziemetshausen, M;1267;720;547;80;57;23
09774444;Gem.fr. Geb. Günzburg;-;-;-;-;-;-
09775111;Altenstadt, M;2064;1214;850;189;133;56
09775115;Bellenberg;1871;1048;823;119;83;36
09775118;Buch, M;1681;966;715;79;57;22
09775126;Holzheim;780;414;366;44;27;17
09775129;Illertissen, St;6731;3738;2993;726;497;229
09775132;Kellmünz a.d.Iller, M;569;322;247;62;44;18
09775134;Nersingen;3954;2218;1736;523;366;157
